院校名,类别,学科,等级,year,发布机构,source_url,公告页URL,fetched_at,raw_hash,parser_version
北京师范大学,双一流建设学科,心理学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京师范大学,双一流建设学科,中国语言文学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京师范大学,双一流建设学科,外国语言文学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京师范大学,双一流建设学科,中国史,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京师范大学,双一流建设学科,数学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京师范大学,双一流建设学科,地理学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京师范大学,双一流建设学科,系统科学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京师范大学,双一流建设学科,生态学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京师范大学,双一流建设学科,环境科学与工程,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京师范大学,双一流建设学科,戏剧与影视学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
首都师范大学,双一流建设学科,数学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京外国语大学,双一流建设学科,外国语言文学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
中国传媒大学,双一流建设学科,新闻传播学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
中国传媒大学,双一流建设学科,戏剧与影视学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
